Time,States
1.0134007080923766,3.0
1.0856952080503106,3.0
1.1837416660273448,3.0
1.2317976250778884,3.0
1.311650500050746,3.0
1.3815226660808548,3.0
1.434872875106521,3.0
1.4899225410772488,3.0
1.5424720000009984,3.0
1.6295501660788432,2.0
1.7058465830050409,2.0
1.7884641661075875,2.0
1.8526474580867216,2.0
1.90118591603823,2.0
1.9910117500694469,2.0
2.029578541056253,2.0
2.130273458082229,2.0
2.1899084580363706,2.0
2.255286166095175,2.0
2.3297153330640867,2.0
2.384682458010502,1.0
2.4355183750158176,1.0
2.4878689580364153,1.0
2.5478300410322845,1.0
2.6167689580470324,1.0
2.671153375064023,0.0
2.720871000085026,0.0
2.7903557911049575,0.0
2.8699710411019623,0.0
2.934637000085786,0.0
2.991811791085638,0.0
3.055783666088246,0.0
3.1223448750097305,1.0
3.174393541063182,1.0
3.235121666104533,1.0
3.299531333032064,1.0
3.3495615411084145,1.0
3.4362119580619037,1.0
3.5083635830087587,1.0
3.5809935830766335,1.0
3.626765208085999,2.0
3.670208250056021,2.0
3.7106106660794462,2.0
3.7828257910441607,2.0
3.8556927910540257,2.0
3.932839041110128,2.0
4.013637208030559,2.0
4.082171125104651,2.0
4.1221997500397265,2.0
4.195865291054361,2.0
4.2592816250398755,2.0
4.301342625054531,1.0
4.379978041048162,1.0
4.464634541072883,1.0
4.532633333001286,2.0
4.615034541115165,1.0
4.678916458040476,1.0
4.803594541037455,1.0
4.862613541074097,1.0
4.894753875094466,1.0
4.941442583105527,1.0
4.984012208064087,1.0
5.047093166038394,1.0
5.104272333090194,1.0
5.183015625108965,1.0
5.260484708007425,1.0
5.322225458105095,1.0
5.3746957500698045,1.0
5.43871904106345,1.0
5.5000287080183625,1.0
5.556276625022292,1.0
5.609492333023809,1.0
5.653769958065823,1.0
5.704935125075281,1.0
5.7623220410896465,1.0
5.80708829103969,1.0
5.91312133311294,2.0
6.038805875112303,2.0
6.1767985000042245,2.0
6.268793041002937,2.0
6.303132125060074,2.0
6.356943208025768,2.0
6.427904750104062,2.0
6.491357708000578,2.0
6.582860250025988,2.0
6.639277791022323,2.0
6.686814875109121,2.0
6.753277000039816,2.0
6.789630166022107,2.0
6.835450083017349,2.0
6.880648916005157,2.0
6.919047958101146,2.0
7.0035449580755085,2.0
7.070463291020133,2.0
7.173814083100297,2.0
7.228901958093047,2.0
7.286969583015889,2.0
7.368466500076465,2.0
7.418621541000903,2.0
7.494610875030048,2.0
7.591460041003302,2.0
7.660960833076388,2.0
7.737775458022952,2.0
7.817094000056386,2.0
7.874655208084732,2.0
7.950930208084173,2.0
8.026321375044063,2.0
8.103457041084766,2.0
8.19678587501403,2.0
8.248476500040852,2.0
8.298981958068907,2.0
8.369583333027549,2.0
8.422041875077412,2.0
8.492398583097383,2.0
8.544186000013724,2.0
8.61389612511266,2.0
8.668961083050817,2.0
8.716927416040562,2.0
8.83439925010316,2.0
8.90673016605433,2.0
8.975522333057597,2.0
9.020620708004571,2.0
9.093207041034477,2.0
9.15223083307501,2.0
9.201415458112024,2.0
9.278211500030013,2.0
9.33598354109563,2.0
9.400196750066243,2.0
9.480336750042625,2.0
9.53618125000503,2.0
9.60291216603946,2.0
9.669482166063972,2.0
9.770669583114795,2.0
9.823268666048534,2.0
9.875830833101643,2.0
9.948618958005682,2.0
10.049966083024628,2.0
10.135861583054066,2.0
10.2369760411093,2.0
10.312126625096424,2.0
10.362261208007112,2.0
10.41088070801925,2.0
10.464436000096612,2.0
10.526502250111662,1.0
10.586491083027797,1.0
10.654109416063877,1.0
10.70817625010386,1.0
10.741645666072143,1.0
10.797181875095704,1.0
10.872011000057682,1.0
10.92016425007023,1.0
10.97407145809848,1.0
11.068298791069536,1.0
11.146471208077855,1.0
11.219348125043323,1.0
11.265474791056477,1.0
11.345841750036923,1.0
11.425219583092256,1.0
11.472295500105249,1.0
11.533033625106327,1.0
11.611700916080736,1.0
11.690421750070527,2.0
11.738811041112058,2.0
11.791953791049307,2.0
11.853096416103654,2.0
11.949478916008957,2.0
12.0198161250446,2.0
12.080008708056994,2.0
12.138242666027509,2.0
12.202911875094289,2.0
12.272791666095143,2.0
12.322638208046556,2.0
12.38887704105582,2.0
12.448547458043322,2.0
12.493646000046285,2.0
12.571957583073528,2.0
12.626512666000052,2.0
12.674484208109789,2.0
12.724743333063088,2.0
12.780288416077385,2.0
12.83256562508177,2.0
12.88565379101783,2.0
12.937999458052218,2.0
12.990066458005458,2.0
13.033305958029814,2.0
13.111979125067592,2.0
13.186117500066755,2.0
13.221410500002094,2.0
13.280285708024168,2.0
13.346207208000124,2.0
13.41589983308222,2.0
13.483916000113824,2.0
13.568531083059495,2.0
13.63708354101982,2.0
13.681657041073777,2.0
13.754014333011582,2.0
13.842023250064813,2.0
13.926544791087508,2.0
13.989581791101957,2.0
14.045526958070695,2.0
14.114524833043106,2.0
14.2076048750896,2.0
14.254834166029468,2.0
14.305027083028108,2.0
14.42391962511465,2.0
14.483933333074674,2.0
14.611702208057975,2.0
14.72204150003381,2.0
14.77096525009256,2.0
14.84910612506792,2.0
14.918623041012324,2.0
14.974457916105166,2.0
15.03692837501876,2.0
15.094205458066426,2.0
15.164264040999116,2.0
15.233028458082115,2.0
15.28126045805402,2.0
15.32333591603674,2.0
15.40651554102078,2.0
15.49674704100471,2.0
15.56895466602873,2.0
15.637498041032812,1.0
15.691701958072372,1.0
15.75813279103022,1.0
15.835849666036664,2.0
15.898187750019131,2.0
15.980093000107445,2.0
16.030995583045296,2.0
16.09275441605132,2.0
16.153513458091766,2.0
16.241109125083312,2.0
16.29388491611462,2.0
16.353681416017935,2.0
16.394226416014135,2.0
16.44233100011479,2.0
16.493672291049734,2.0
16.567807666026056,2.0
16.6508871660335,2.0
16.742468625074252,2.0
16.793340583099052,2.0
16.86989108310081,2.0
16.93359308305662,2.0
16.986830916022882,2.0
17.05523916601669,2.0
17.116198833100498,2.0
17.228789708111435,2.0
17.309251583064906,2.0
17.405468375072815,2.0
17.473719666013494,2.0
17.534694083034992,2.0
17.59431220800616,2.0
17.644328583031893,2.0
17.71689725003671,2.0
17.768746958114207,2.0
17.84475208306685,2.0
17.92228962504305,2.0
17.988528125104494,2.0
18.044515458052047,2.0
18.0946407080628,2.0
18.21500108309556,2.0
18.27224866603501,2.0
18.335318083059978,1.0
18.43113325000741,1.0
18.51105875009671,1.0
18.60923104104586,1.0
18.656953958095983,1.0
18.696027916041203,1.0
18.758721916005015,1.0
18.825209416099824,1.0
18.889087708084844,1.0
18.93018850008957,1.0
18.993730166112073,1.0
19.052839791052975,1.0
19.12416208302602,1.0
19.207710750051778,1.0
19.265341208083555,1.0
19.30607912503183,1.0
19.37425354111474,1.0
19.45882545807399,1.0
19.544684416032396,1.0
19.599576291046105,1.0
19.6454311250709,1.0
19.694669541087933,1.0
19.754530041012913,1.0
19.818765291012824,1.0
19.865531541057862,1.0
19.925975333084352,1.0
19.99929670803249,1.0
20.06992966600228,1.0
20.13061525009107,1.0
20.20230895804707,1.0
20.27252395800315,1.0
20.332985041080978,1.0
20.38122291606851,1.0
20.450778625090607,1.0
20.54409229103476,1.0
20.64171150000766,1.0
20.739327916060574,1.0
20.81068158301059,1.0
20.8700390830636,2.0
20.947053958079778,2.0
21.027616916107945,2.0
21.104866833076812,2.0
21.177836125018075,2.0
21.238620291114785,2.0
21.29121937509626,2.0
21.351753500057384,2.0
21.42996587511152,1.0
21.487165166065097,1.0
21.56661633308977,1.0
21.625763791031204,1.0
21.67818041611463,1.0
21.72639729105867,1.0
21.80465304106474,1.0
21.885752625064924,1.0
21.950275041046552,1.0
22.0046617500484,1.0
22.08627241605427,1.0
22.174564416054636,1.0
22.24383650009986,1.0
22.2869909160072,1.0
22.333238666062243,2.0
22.42755850008689,1.0
22.494030375033617,1.0
22.55396541603841,2.0
22.639963666093536,2.0
22.695849708048627,2.0
22.771522250026464,2.0
22.81355512503069,2.0
22.86342458310537,2.0
22.93996525008697,2.0
22.99388720805291,2.0
23.029970416100696,2.0
23.105959916021675,2.0
23.18795858300291,2.0
23.264572208048776,2.0
23.326384750078432,2.0
23.398045916110277,2.0
23.45832675008569,2.0
23.53591029101517,2.0
23.594146333052777,2.0
23.69441179104615,2.0
23.765534166013826,2.0
23.827131375088356,2.0
23.90383983310312,3.0
23.995125625049695,3.0
24.055767208104953,3.0
24.119906416046433,3.0
24.193267500028018,3.0
24.25697854103055,3.0
24.30434904107824,3.0
24.350361250108108,3.0
24.42290312505793,2.0
24.476817041053437,2.0
24.524126083008017,2.0
24.5900618750602,2.0
24.64624958310742,2.0
24.71409266605042,2.0
24.775226166006178,2.0
24.82433633308392,2.0
24.898608957999382,2.0
24.97838700003922,2.0
25.048432458075695,2.0
25.07853670802433,2.0
25.11916362505872,2.0
25.172802666085772,2.0
25.22655337501783,2.0
25.30987025005743,2.0
25.40052012505475,2.0
25.466602250002325,2.0
25.52448204101529,2.0
25.60028204100672,2.0
25.65534037502948,2.0
25.706874833093025,2.0
25.76205050002318,2.0
25.837031458038837,2.0
25.903273791074753,2.0
25.968499083071947,2.0
26.029670041054487,2.0
26.10689637507312,2.0
26.167465208098292,2.0
26.2418257080717,2.0
26.296697583049536,2.0
26.34605300007388,2.0
26.394030666095205,2.0
26.480558833107352,2.0
26.54363754100632,2.0
26.616924125002697,2.0
26.708221500040963,2.0
26.77873458305839,2.0
26.85384800005704,2.0
26.902209416031837,2.0
26.964385833009143,2.0
27.00664325000253,2.0
27.07169791602064,2.0
27.133832750027068,2.0
27.192704833112657,1.0
27.25222400005441,1.0
27.332658791099675,1.0
27.42009075009264,1.0
27.488011250039563,1.0
27.540467041078955,1.0
27.615349083091132,1.0
27.689441791037098,1.0
27.755187875009145,1.0
27.808962833019905,1.0
27.8643282080302,1.0
27.96409920800943,1.0
28.014083875110373,1.0
28.10166225000285,1.0
28.169534458080307,1.0
28.234409374999817,2.0
28.293901833007112,2.0
28.34079491603188,2.0
28.40153641602956,2.0
28.460265166009776,2.0
28.529274958069436,2.0
28.601011041086167,2.0
28.67925837507937,2.0
28.7348748750519,2.0
28.799075750052,2.0
28.866417916025966,2.0
28.929615750093944,2.0
28.97770216607023,2.0
29.041044333018363,2.0
29.08419662504457,2.0
29.149863916100003,2.0
29.193788458011113,3.0
29.25794470810797,3.0
29.317667125025764,3.0
29.38569479109719,3.0
29.459516291040927,3.0
29.519707250059582,3.0
29.576353583019227,3.0
29.625663041020744,3.0
29.66800295806024,3.0
29.70515337504912,2.0
29.765889541013166,2.0
29.85821679106448,2.0
29.9201530830469,2.0
29.981965291080996,2.0
30.07067366607953,2.0
30.120134958066046,2.0
30.199861916014925,2.0
30.252874416066337,2.0
30.30247420805972,2.0
30.36228383309208,2.0
30.427773291012272,2.0
30.491021958063357,2.0
30.546035708044656,2.0
30.622015833039768,2.0
30.665261875023138,2.0
30.733997000032105,2.0
30.77780841605272,2.0
30.8313615830848,2.0
30.885376000078395,2.0
30.93127295805607,2.0
30.98501004104037,1.0
31.035761291044764,1.0
31.09145766601432,1.0
31.171914208098315,1.0
31.24324016610626,1.0
31.317492708098143,1.0
31.39060095802415,1.0
31.465393333113752,1.0
31.53366191603709,1.0
31.60868875007145,1.0
31.688735583098605,1.0
31.74619237508159,1.0
31.798741750069897,1.0
31.882777083083056,1.0
31.956959500093944,2.0
32.010449708090164,2.0
32.08175300003495,2.0
32.166578166070394,2.0
32.23567337507848,2.0
32.291471958043985,2.0
32.36643316608388,2.0
32.43875050009228,2.0
32.51300691603683,2.0
32.556009750114754,2.0
32.61118270806037,2.0
32.67966508306563,2.0
32.74148766603321,2.0
32.79966879100539,2.0
32.86146133299917,2.0
32.94387637509499,2.0
32.993933083023876,2.0
33.04157208302058,2.0
33.083909708075225,2.0
33.16403075004928,2.0
33.201640208018944,2.0
33.260001500020735,2.0
33.32624783308711,2.0
33.42215745802969,2.0
33.46597904106602,2.0
33.54735137510579,2.0
33.59876504109707,2.0
33.66903758305125,2.0
33.72264787508175,1.0
33.800131958094425,1.0
33.87134904100094,1.0
33.922706166049466,1.0
33.97176612506155,1.0
34.04866375005804,1.0
34.14690945809707,1.0
34.191938500036485,1.0
34.25524787500035,1.0
34.32141345809214,1.0
34.400143500068225,1.0
34.4912622080883,1.0
34.56133833306376,1.0
34.6470162080368,1.0
34.725916250026785,1.0
34.779063583002426,1.0
34.83513258304447,1.0
34.91418537509162,1.0
34.97601870808285,1.0
35.0237001250498,1.0
35.09866741602309,1.0
35.13237400003709,1.0
35.169924250105396,1.0
35.22036812501028,1.0
35.30096541601233,1.0
35.37055691611022,1.0
35.41171037510503,1.0
35.46818104106933,1.0
35.55858391604852,1.0
35.63759033300448,2.0
35.6855850830907,2.0
35.71641895803623,2.0
35.82676879107021,2.0
35.94505937502254,2.0
36.07508037507069,2.0
36.22093283303548,2.0
36.36772741610184,2.0
36.46918183309026,2.0
36.59423941606656,2.0
36.69281987508293,2.0
36.75577550008893,2.0
36.8348692500731,2.0
36.90733654110227,2.0
36.9672948330408,2.0
37.02409675007221,2.0
37.10084170801565,2.0
37.17058158305008,2.0
37.2184218330076,2.0
37.2780920000514,2.0
37.3349062911002,2.0
37.42795362509787,2.0
37.49124541610945,2.0
37.57573008304462,2.0
37.6574729999993,2.0
37.718498708098195,2.0
37.768747791065834,2.0
37.81793129106518,2.0
37.897748958086595,1.0
37.96810133301187,1.0
38.03580879105721,2.0
38.106736250105314,1.0
38.1883450410096,1.0
38.26152408309281,2.0
38.32913558301516,2.0
38.38410445803311,2.0
38.434292791062035,1.0
38.50239316606894,2.0
38.548743416089565,2.0
38.61345395806711,2.0
38.674935041111894,1.0
38.723108750069514,1.0
38.777619416010566,1.0
38.833864958025515,1.0
38.87694608303718,1.0
38.93815312511288,1.0
39.00202579109464,1.0
39.03712016600184,1.0
39.103178333025426,1.0
39.16622420807835,1.0
39.21255700010806,1.0
39.28077354107518,1.0
39.327605000115,1.0
39.393747833091766,2.0
39.47619804111309,2.0
39.54642958310433,2.0
39.59921837504953,2.0
39.65841116604861,2.0
39.7063838330796,2.0
39.74290325003676,2.0
39.79622166603803,2.0
39.83207891602069,2.0
39.887593333027326,2.0
39.99032541608904,2.0
40.0480010000756,2.0
40.118844208074734,2.0
40.21110695810057,2.0
40.26639750006143,2.0
40.319603833020665,1.0
40.364592500030994,2.0
40.4204014580464,2.0
40.48532600002363,2.0
40.54937162506394,1.0
40.60520675010048,1.0
40.67360837501474,1.0
40.751817833050154,1.0
40.80975295801181,1.0
40.87104975001421,1.0
40.92862045811489,1.0
40.99476095801219,1.0
41.0485904160887,1.0
41.11811487504747,1.0
41.174193916027434,1.0
41.20981683302671,1.0
41.29701187508181,1.0
41.34792850003578,2.0
41.407277500024065,2.0
41.486975375097245,2.0
41.564141791081056,2.0
41.63561804103665,2.0
41.69777633307967,2.0
41.735908166039735,2.0
41.82493429107126,2.0
41.888875708100386,2.0
41.94272708310746,2.0
42.02097566600423,2.0
42.095086291083135,2.0
42.17897929111496,2.0
42.224705458036624,2.0
42.28895504109096,2.0
42.33821875008289,2.0
42.39252629107796,2.0
42.45179037505295,2.0
42.50991020805668,1.0
42.58320087508764,1.0
42.64734370808583,1.0
42.711912250029854,1.0
42.78116650006268,1.0
42.83732233301271,1.0
42.894373750081286,1.0
42.956744333030656,1.0
43.01000854105223,1.0
43.07680087501649,1.0
43.123191333026625,1.0
43.20943887508474,1.0
43.26834604109172,1.0
43.33214012510143,1.0
43.397691625053994,1.0
43.47203858301509,1.0
43.54434008302633,1.0
43.6007960831048,1.0
43.67504554102197,1.0
43.72596787509974,1.0
43.777017791057006,1.0
43.855491291033104,1.0
43.900446625077166,1.0
43.983733375091106,1.0
44.06478920800146,1.0
44.11313545808662,1.0
44.18079779110849,2.0
44.229084041086026,2.0
44.29334137507249,2.0
44.372736208024435,2.0
44.44495445804205,2.0
44.5056669160258,2.0
44.54901958303526,2.0
44.64135770802386,2.0
44.69704995804932,2.0
44.75982916611247,2.0
44.799787791096605,2.0
44.851212833076715,2.0
44.917374208103865,2.0
45.000916041084565,2.0
